statement,label
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Jane is sewing sequins onto her trapeze artist costume. She sews 6 rows of 8 blue sequins each, 5 rows of 12 purple sequins each, and 9 rows of 6 green sequins each. How many sequins does she add total? \n\n ANSWER: 6 rows of 8 blue sequins each = <<6*8=48>>48 blue sequins\n5 rows of 12 purple sequins each = <<5*12=60>>60 purple sequins\n9 rows of 6 green sequins each = <<9*6=54>>54 green sequins\n\nTotal = 48 + 60 + 54 = <<48+60+54=162>>162 sequins",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Hansel makes $30,000 a year and just received a 10% raise.  Gretel makes the same amount as Hansel but received a 15% raise.  How much more money will Gretel make compared to Hansel? \n\n ANSWER: \n\n Gretel's new salary is $30,000 \* 1.15 = $<<30000*1.15=34500>>34,500\nHansel's new salary is $30,000 \* 1.1 = $<<30000*1.1=33000>>33,000\n\n Gretel's new salary is $34,500 and Hansel's new salary is $33,000, so Gretel will make $34,500 - $33,000 = $<<34500-33000=1500>>1,500 more than Hansel.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Clare's mother gave her $47 to go to the store. Clare bought 4 loaves of bread and 2 cartons of milk. Each loaf of bread cost $2 and each carton of milk cost $2. How much money does Clare have left? \n\n ANSWER: \n\nTo find out how much money Clare has left, we need to add up the cost of the bread and milk she bought and subtract that total from the amount of money her mother gave her.\n\nThe cost of the bread is 4 loaves of bread \* $2/loaf = $<<4*2=8>>8.\nThe cost of the milk is 2 cartons of milk \* $2/carton = $<<2*2=4>>4.\nThe total cost of the bread and milk is $8 + $4 = $<<8+4=12>>12.\n\nSince Clare's mother gave her $47, she has $47 - $12 = $<<47-12=35>>35 left. Answer: \boxed{35}.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Rocco stores his coins in piles of 10 coins each. He has 4 piles of quarters, 6 piles of dimes, 9 piles of nickels, and 5 piles of pennies. How much money does Rocco have? \n\n ANSWER: \n\n Rocco has 4 piles of quarters, each containing 10 quarters = <<4*10=40>>40 quarters.\nHe has 6 piles of dimes, each containing 10 dimes = <<6*10=60>>60 dimes.\nHe has 9 piles of nickels, each containing 10 nickels = <<9*10=90>>90 nickels.\nHe has 5 piles of pennies, each containing 10 pennies = <<5*10=50>>50 pennies.\n\nIn total, Rocco has 40 quarters + 60 dimes + 90 nickels + 50 pennies = 240 coins.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:In five years Sam will be 3 times as old as Drew. If Drew is currently 12 years old, how old is Sam? \n\n ANSWER: \n\n In five years, Sam will be 3 times as old as Drew is now. Let's call Drew's current age ""x"". So, in five years, Sam will be 3x.\n\nWe know that Drew is currently 12 years old, so we can set up the equation:\n\n3x = 12 + 5\n\nSolving for x, we get:\n\nx = 17\n\nSo, Drew is currently 12 years old, and in five years, Sam will be 3 times as old as Drew is now, which is 17 years old. Therefore, Sam is currently 12 \* 3 = 36 years old.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:There were 25 peaches in each basket. Five baskets of peaches were delivered to a market. The farmers have eaten 5 peaches. The remaining peaches are packed into smaller boxes of 15 each. How many boxes of peaches are there? \n\n ANSWER: \n\n There were 25 peaches in each basket, and 5 baskets were delivered to the market. So, there were 25 \* 5 = <<25*5=125>>125 peaches in total.\nThe farmers ate 5 peaches, so there were 125 - 5 = <<125-5=120>>120 peaches left.\nThe remaining peaches are packed into smaller boxes of 15 each. So, there would be 120 / 15 = <<120/15=8>>8 boxes of peaches. Answer: \boxed{8}.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Kendall is counting her change. She has a total of $4 in quarters, dimes, and nickels. If she has 10 quarters and 12 dimes, how many nickels does she have? \n\n ANSWER: \n\nLet's start by using the information given to write an equation. Let q represent the number of quarters, d the number of dimes, and n the number of nickels.\n\nWe know that quarters are worth $0.25 each, dimes are worth $0.10 each, and nickels are worth $0.05 each. So we can write the equation:\n\n0.25q + 0.10d + 0.05n = 4\n\nWe also know that Kendall has 10 quarters and 12 dimes, so we can write two more equations based on that information:\n\nq + d = 22 (the number of coins she has in quarters and dimes)\nd = 12 (the number of dimes she has)\n\nNow we have three equations and three variables. We can use the substitution method to solve for n.\n\nFirst, we can solve the equation q + d = 22 for q in terms of d:\n\nq = 22 - d\n\nThen, we can substitute this expression for q into the first equation:\n\n0.25(22 - d) + 0.10d + 0.05n = 4\n\nSimplifying this equation gives us:\n\n0.55d + 0.10d + 0.05n = 4\n\nCombining like terms gives us:\n\n0.65d + 0.05n = 4\n\nNow we can solve for n by subtracting 0.05n from both sides:\n\n0.65d - 0.05n = 4 - 0.05n\n\n0.60n = 3.95d\n\nSince we know that d = 12, we can substitute that value into the equation to solve for n:\n\n0.60n = 3.95(12)\n\nn = 23\n\nTherefore, Kendall has 23 nickels.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Tara's parents gave her $90 for her birthday. Not wanting to spend it, Tara put the money in a new bank account that gains 10% interest annually. If she doesn't withdraw the money at all, how much will she have after a year? \n\n ANSWER: \n\n After a year, Tara will have $90 \* (1 + 0.10) = $90 \* 1.10 = $99 in the bank account.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Jason waits on a customer whose check comes to $15.00. Jason's state applies a 20% tax to restaurant sales. If the customer gives Jason a $20 bill and tells him to keep the change, how much is Jason's tip? \n\n ANSWER: \n\n Jason's tip is $0.00.\n\n EXPLANATION: \n\n Jason's total sales are $15.00 (the amount of the check) plus the tax, which is 20% of $15.00, or $3.00. So Jason's total sales, including tax, are $15.00 + $3.00 = $<<15+3=18>>18.00.\n\nThe customer gives Jason a $20 bill and tells him to keep the change, so Jason's tip is $20.00 - $18.00 = $<<20-18=2>>2.00.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:UF got into the national championship. For them to get into the championship, they scored a total of 720 points during their previous 24 games.  In the championship game, however, their opponent was much stronger than any other team they had previously gone against and they scored 2 points less than half as much as they had previously scored in each of the 24 games. Their opponent only lost by 2 points.  How many points did their opponent score? \n\n ANSWER: \n\n Let's start by using the information given in the question to set up an equation.\n\nLet X be the number of points UF scored in the championship game.\n\nWe know that UF scored a total of 720 points in their previous 24 games, so we can write:\n\nX + 2 = 0.5 \* (720 - X)\n\nWe also know that their opponent scored 2 points less than half as much as UF scored in each of the 24 games, so we can write:\n\nY = 0.5 \* X\n\nWe want to find the value of Y, which is the number of points their opponent scored.\n\nWe can substitute the second equation into the first equation to get:\n\nY + 2 = 0.5 \* (720 - Y)\n\nNow we have a single equation with two variables. We can solve for Y by isolating it on one side of the equation.\n\nFirst, let's multiply both sides of the equation by 2 to get rid of the fraction:\n\n2Y + 4 = 144 - Y\n\nNow, let's add 4 to both sides to get rid of the constant term:\n\n2Y + 4 = 148\n\nNow, let's subtract 2Y from both sides to isolate Y:\n\n2Y = 148 - 4\n\n2Y = 144\n\nY = 72\n\nSo, their opponent scored 72 points in the championship game.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:There were 10 apples and 5 oranges in the basket. If Emily adds 5 more oranges to the basket, what percentage of the fruit in the basket would be apples? \n\n ANSWER: \n\n Let's start by finding the total number of fruits in the basket after Emily adds 5 more oranges. There were 10 apples and 5 oranges initially, so the total number of fruits was 10 + 5 = 15.\n\nAfter Emily adds 5 more oranges, there would be 10 + 5 + 5 = 20 fruits in the basket.\n\nSo, the percentage of apples in the basket would be 10 / 20 = 1/2 or 50%.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Calvin and Phoebe each have 8 more pastries than Frank but only five less than Grace. If Grace has 30 pastries, calculate the total number of pastries that the four have? \n\n ANSWER: \n\nLet's start by assigning variables to each person's number of pastries:\n\nCalvin = 8 + 5 = 13\nPhoebe = 8 + 5 = 13\nFrank = 30 - 8 = 22\nGrace = 30\n\nNow we can add up the number of pastries each person has:\n\nCalvin + Phoebe + Frank + Grace = 13 + 13 + 22 + 30 = 68\n\nTherefore, the total number of pastries that the four have is 68.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Laura wants to bake a cake for her mother. She checks the recipe and the pantry and sees that she needs to buy 2 cups of flour, 2 cups of sugar, a cup of butter, and two eggs. The flour costs $4. The sugar costs $2. The eggs cost $.5, and the butter costs $2.5. When she is done baking it, she cuts the cake into 6 slices. Her mother enjoys a piece the first two days. But on the third day, they discover that Kevin, her dog, ate the rest of the cake. How much did the amount the dog ate cost? \n\n ANSWER: \n\nThe cost of the ingredients that were used to bake the cake is $4 + $2 + $2.5 + $0.5 = $8.5.\n\nSince the cake was cut into 6 slices, the cost of each slice is $8.5 / 6 = $<<8.5/6=1.42>>1.42.\n\nSince Kevin ate the rest of the cake, the cost of the amount he ate is 6 slices \* 1.42/slice = $<<6*1.42=8.52>>8.52.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Padma is trading cards with Robert. Padma started with 75 cards and traded 2 or her valuable ones for 10 of Robert's cards. Robert started with 88 of his own cards and traded another 8 of his cards for 15 of Padma's cards. How many cards were traded between both Padma and Robert? \n\n ANSWER: \n\n Padma traded 2 cards for 10 cards, so she traded 8 cards in total.\nRobert traded 8 cards for 15 cards, so he traded 7 cards in total.\n\nIn total, 8 + 7 = 15 cards were traded between both Padma and Robert.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Jacob is making s'mores. Each s'more takes two graham crackers and one marshmallow. If Jacob has 48 graham crackers and 6 marshmallows, how many more marshmallows does he need to buy? \n\n ANSWER: 6 more marshmallows.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Katy makes some brownies to eat throughout the week. She eats 5 on Monday and twice as many on Tuesday. After she has eaten the brownies on Tuesday, all of the brownies she made are gone. How many brownies did Katy make? \n\n ANSWER: \n\nLet's start by using algebra to solve this problem. Let's call the number of brownies Katy made ""b"".\n\nWe know that Katy ate 5 brownies on Monday, so on Tuesday she ate (5 \* 2) = 10 brownies.\n\nSince Katy ate all of the brownies she made, we can say that:\n\nb - 10 = 0\n\nNow we just need to solve for ""b"". To do this, we can add 10 to both sides of the equation:\n\nb = 10\n\nSo, Katy made 10 brownies.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:In a block of flats, there are 120 apartments. 85% of them have at least 1 resident, while 60% of the apartments have at least two residents. How many apartments have only one resident? \n\n ANSWER: 120 \* 15% = <<120*15*.01=18>>18 apartments have only one resident.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Raul had $87 to spare so he decided to go to the bookshop. Raul bought 8 comics, each of which cost $4. How much money does Raul have left? \n\n ANSWER: \n\nRaul spent 8 \* $4 = $<<8*4=32>>32 on comics.\nHe had $87 to begin with and he spent $32, so he has $87 - $32 = $<<87-32=55>>55 left. Answer: \boxed{55}.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Mcgregor and Floyd were assigned 89 books to read for the week. If Mcgregor was able to finish 34 while Floyd was able to finish 32, how many books do they still have to read? \n\n ANSWER: \n\n To find out how many books they still have to read, we need to subtract the number of books each of them finished from the total number of books they were assigned.\n\n Total number of books = 89\n Books finished by Mcgregor = 34\n Books finished by Floyd = 32\n\n So, the number of books they still have to read is:\n\n Total number of books - (Number of books finished by Mcgregor + Number of books finished by Floyd)\n\n Total number of books - (34 + 32) = 89 - 66 = <<89-66=23>>23\n\n Therefore, they still have to read 23 books.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:The minimum age required to be employed at a company is 25 years. Dara aspires to work for the company and will be half the age of Jane in six years. If Jane is currently working for the company and is 28 years old, how long is it before Dara reaches the minimum age required by the company to be employed? \n\n ANSWER: \n\n It is not possible for Dara to reach the minimum age required by the company to be employed as the minimum age required is 25 years and Dara will be 20 years old in six years.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Rica's group won in a dance competition. She got 3/8 of the prize money. From Rica's prize money, she spent 1/5 of it and is now left with $300. How much was the prize money that her group won? \n\n ANSWER: \n\nLet X be the total prize money that Rica's group won.\n\nRica got 3/8 of the prize money, so she received 3X/8.\n\nRica spent 1/5 of her prize money, so she spent (3X/8) \* (1/5) = 3X/40.\n\nRica is left with $300, so 3X/40 = $300.\n\nSolving for X, we get:\n\nX = 300 \* 40 = $12,000\n\nTherefore, the prize money that Rica's group won was $12,000.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Jorge is 24 years younger than Simon. In 2005, Jorge is 16 years old. In 2010, how old would Simon be? \n\n ANSWER: \n\n In 2010, Simon would be 24 + 2010 = 2034 years old.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Jack and Jill shared the cost of renting a cottage that costs $5 an hour. If they rented it for eight hours, how much did each friend pay? \n\n ANSWER: \n\n Jack and Jill each paid $5 \* 8 hours = $<<5*8=40>>40 for the cottage.\n\n So, Jack paid $40 / 2 = $<<40/2=20>>20.\n\n Jill paid $40 / 2 = $<<40/2=20>>20.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Steve has 2 boxes of pencils with 12 pencils in each box. He gave Matt 3 more pencils than he gave to Lauren. If Steve gave 6 pencils to Lauren, how many pencils does he have left? \n\n ANSWER: \n\n Steve gave 6 pencils to Lauren, leaving him with 12 - 6 = <<12-6=6>>6 pencils.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:The long jump finals contained four national champions competing against one another.  The first competitor jumped a distance of 22 feet.  The second competitor jumped one foot farther than the first competitor.  The third competitor jumped two feet shorter than the third competitor.  And the fourth competitor jumped 3 feet further than the third competitor.  How long, in feet, did the fourth competitor jump? \n\n ANSWER:  The fourth competitor jumped 3 feet further than the third competitor, so the fourth competitor jumped 22 + 3 = 25 feet.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Maynard's dog dug 8 holes in the lawn.  Maynard filled in 75% of the hole with dirt.  How many holes remain unfilled? \n\n ANSWER: 8 - 75% = <<8-75*.01=0.25*8=2>>2\n\nSo, 2 holes remain unfilled.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Joseph gave 23 cards to each of his 15 students and had 12 cards left. How many cards did Joseph have at first? \n\n ANSWER: \n\n Let's call the number of cards Joseph had at first ""x"".\n\nWe know that Joseph gave 23 cards to each of his 15 students, so he gave a total of 23 \* 15 = <<23*15=345>>345 cards to his students.\n\nThis means that Joseph had 345 - 12 = <<345-12=333>>333 cards at first. Answer: \boxed{333}.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Mr. Grey's house was worth $100,000. He sold the house to Mr. Brown at a profit of 10%. After one year, Mr. Brown sold the house to his other friend with a 10% loss. How much was Mr. Brown's selling price? \n\n ANSWER: \n\n Let's start by finding the profit percentage that Mr. Brown made when he sold the house. We know that Mr. Grey's house was worth $100,000 and that Mr. Brown sold it for a price that was 10% more than that. So, the selling price of the house when Mr. Brown sold it was $100,000 + 10% = $110,000.\n\nNow, we know that Mr. Brown sold the house to his other friend with a 10% loss, which means that the selling price of the house when Mr. Brown sold it was 10% less than the price he paid for it. So, the selling price of the house when Mr. Brown sold it was $110,000 - 10% = $100,000.\n\nTherefore, Mr. Brown's selling price was $100,000.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:In Grade 4, there are two sections -- Diligence and Industry. The two sections have an equal number of students after 2 students were transferred from section Industry to Diligence. How many students were there in section Diligence before the transfer if, in both sections combined, there are a total of 50 students? \n\n ANSWER: \n\n Let's assume that there were x students in section Diligence before the transfer.\n\nAfter the transfer, there would be x + 2 students in section Diligence, and x - 2 students in section Industry.\n\nSince the two sections have an equal number of students after the transfer, we can write the equation:\n\nx + 2 = (x - 2) + 2\n\nSimplifying this equation, we get:\n\nx = 50\n\nTherefore, there were 50 students in section Diligence before the transfer.",1
