statement,label
"You are a helpful assistant. Please answer the question. \n\n QUESTION:During the soccer match, The Kickers scored 2 goals in the first period and twice that amount in the second period.  The other team, The Spiders, scored half the amount that The Kickers scored in the first period and twice the amount that The Kickers scored in their second period.  What is the total amount of goals both teams scored? \n\n ANSWER:  The Kickers scored 2 goals in the first period and twice that amount in the second period, so they scored a total of 2 + 2 = 4 goals.\nThe Spiders scored half the amount that The Kickers scored in the first period and twice the amount that The Kickers scored in their second period, so they scored a total of (0.5 \* 4) + 2 = 2.5 + 2 = 4.5 goals.\nThe total amount of goals both teams scored is 4 + 4.5 = 8.5 goals.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:A watermelon stand sold 46 watermelons. Seventeen customers bought one melon, three customers bought three melons, and the rest bought two melons. How many customers bought two watermelons? \n\n ANSWER: 17 customers bought one melon, 3 customers bought three melons, and the rest bought two melons. Therefore, 17 + 3 + 2 = 22 customers bought watermelons.",1
You are a helpful assistant. Please answer the question. \n\n QUESTION:John joins a country club with 3 other members of his family.  The fee to join is $4000 per person.  There is also a monthly cost of $1000 per person.  John pays half the cost.  How much does John pay for the first year? \n\n ANSWER:  John pays $4000 for the first year.,1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Wickham is throwing a huge Christmas party. He invites 30 people. Everyone attends the party, and half of the guests bring a plus one (one other person). He plans to serve a 3-course meal for the guests. If he uses a new plate for every course, how many plates does he need in total for his guests? \n\n ANSWER: 30 people \* 2 (for the plus one) = <<30*2=60>>60 people in total.\nSince Wickham plans to serve a 3-course meal, he will need 30 \* 3 = <<30*3=90>>90 plates in total for his guests.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:A fox can run at the maximum speed of 50 kilometers per hour. Considering the fox would run at a constant speed, what distance would he make during 120 minutes? \n\n ANSWER: 120 minutes is equal to 2 hours. To find the distance the fox would travel in 2 hours, we can multiply the fox's maximum speed by the time it takes to travel that distance:\n\nDistance = Maximum speed × Time\nDistance = 50 km/h × 2 h\nDistance = 100 km\n\nSo, the fox would travel a distance of 100 kilometers during 120 minutes or 2 hours.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:A watermelon weighs 23 pounds. If Farmer Kent sells his special watermelons for $2 a pound, how much money would he make for selling 18 watermelons of the same weight? \n\n ANSWER: \n\n Farmer Kent would make $2 x 18 = $<<2\*18=36>>36 selling 18 watermelons of the same weight.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:In the matrix, there are seven fewer noodles than pirates. If there are 45 pirates, how many noodles and pirates are there in total? \n\n ANSWER: 45 pirates and 38 noodles.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:A special balloon increases by two-fifths of its previous volume every hour when placed under water. If its original volume is 500cm³, what will its volume be after 2 hours underwater? \n\n ANSWER: 2 hours underwater, the balloon's volume will increase by 2/5 \* 500 = 200cm³.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:John needs to get a new seeing-eye dog.  The adoption fee cost $150 for an untrained dog.  It then takes 12 weeks of training which costs $250 a week.  After the training, she needs certification which costs $3000 but her insurance covers 90% of that.  What is her out-of-pocket cost? \n\n ANSWER:  John's out-of-pocket cost for the seeing-eye dog is $3000 - $3000 \* 90% = $<<3000-3000\*90=2700>>2700.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:During her first year playing soccer, Tara's dad attended 90% of the games she played.  In her second year playing soccer, Tara's dad attended 4 fewer games than he did in the previous year.  If Tara played 20 games each year, how many games did Tara's dad attend in her second year playing soccer? \n\n ANSWER: 90% of 20 games = <<90*20=18>>18 games\n4 fewer games than the previous year = <<4-90*20=16>>16 games\nTherefore, Tara's dad attended 18 games in her second year playing soccer.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Lowry sells bonsai. A small bonsai costs $30 and a big bonsai costs $20. If he sold 3 small bonsai and 5 big bonsai, how much did he earn? \n\n ANSWER: 3 small bonsai cost $30 \* 3 = $<<3*30=90>>90\n5 big bonsai cost $20 \* 5 = $<<20*5=100>>100\nSo Lowry earned $90 + $100 = $<<90+100=190>>190.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Zig wrote four times as many books as Flo. If Zig wrote 60 books, how many books did they write altogether? \n\n ANSWER: 60 + 60 = 120 books.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Donna is catering for a party. She makes 20 sandwiches and then cuts them in half, before cutting them in half again. She then gives everyone 8 portions. How many people can she feed? \n\n ANSWER: 20 sandwiches / 8 portions per person = <<20/8=2.5>>2.5 people.\nSo Donna can feed 2.5 people with the 20 sandwiches she made.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Mia has $20 more than twice as much money Darwin has. If Darwin has $45, how much money does Mia have? \n\n ANSWER: 2 \* $45 = $<<2\*45=90>>90\nMia has $20 more than twice as much money Darwin has, so she has $90 - $20 = $<<90-20=70>>70. Answer: \boxed{70}.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:There are 50 oysters on the rocks at La Push Park and 72 crabs by the beach. Eric, who loves walking by the beach, makes a note of this and goes home. The next day, he realizes only half the number of Oysters were on the rocks, and only 2/3 the number of crabs as the previous day are on the beach. How many oysters and crabs did he count in total in the two days? \n\n ANSWER: 50/2 = <<50/2=25>>25 oysters on the rocks in total.\n72/2 = <<72/2=36>>36 crabs on the beach in total.\nIn total, Eric counted 25 oysters + 36 crabs = <<25+36=61>>61 sea creatures in two days.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Sally was at a self-serve candy shop where you scoop candy from the bins and pay based on the weight. She scoops 32 cherry sours into a bag. Then she gets a scoop of lemon sours, and the ratio of cherry sours to lemon sours is 4:5. Then she gets a scoop of orange sours, and they make up 25% of the sours in the bag. How many sours does she have in total? \n\n ANSWER: 1. Sally scoops 32 cherry sours into a bag.\n2. The ratio of cherry sours to lemon sours is 4:5.\n3. Sally gets a scoop of lemon sours, which is 32/4 = <<32/4=8>>8 lemon sours.\n4. Sally gets a scoop of orange sours, which is 32/5 = <<32/5=6>>6 orange sours.\n5. The total weight of the sours in the bag is 32 + 8 + 6 = <<32+8+6=46>>46 sours.\n6. The percentage of orange sours in the bag is 46/100 = <<46/100=25%>>25%.",1
You are a helpful assistant. Please answer the question. \n\n QUESTION:Jessa needs to make cupcakes for 3 fourth-grade classes that each have 30 students and a P.E. class with 50 students. How many cupcakes does she need to make? \n\n ANSWER: 150 cupcakes.,1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Jerry charges $20 to pierce someone's nose and 50% more to pierce their ears. If he pierces 6 noses and 9 ears, how much money does he make? \n\n ANSWER: 6 noses \* $20/nose = $<<6*20=120>>120\n9 ears \* (50% more than $20/nose) = $<<9*(50%*20)=45>>45",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Tom can type 90 words a minute.  A page is 450 words.  How long would it take him to type out 10 pages? \n\n ANSWER: 90 words per minute / 450 words per page = <<90/450=0.200>>0.200 pages per minute.\nTo type 10 pages, it would take Tom 10 \* 0.200 pages per minute = <<10*0.200=2>>2 pages per minute.\nTherefore, it would take Tom 2 minutes to type out 10 pages.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Luke is planning a trip to London and wants to see how long it will take him to travel there. He decides that he will take a bus to the town center, walk for 15 minutes to the train center, wait twice this long for the train to arrive, and then take the 6-hour train ride to London. If Luke’s entire trip takes him 8 hours, how many minutes does his bus ride take? \n\n ANSWER: 8 hours - 6 hours = 2 hours\n2 hours - 15 minutes = 1 hour and 15 minutes\n1 hour and 15 minutes - 2 times 15 minutes = 1 hour and 15 minutes - 30 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes = 1 hour and 15 minutes - 15 minutes =",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Parker is 4 inches shorter than Daisy. Daisy is 8 inches taller than Reese. If Reese is 60 inches tall, what is the average height for the three of them? \n\n ANSWER: \n\nLet's use variables to represent the heights of each person:\n\n* Let P be the height of Parker\n* Let D be the height of Daisy\n* Let R be the height of Reese\n\nWe are given the following information:\n\n1. Parker is 4 inches shorter than Daisy\n2. Daisy is 8 inches taller than Reese\n3. Reese is 60 inches tall\n\nWe can use these relationships to create two equations:\n\n1. P - 4 = D\n2. D + 8 = R\n\nWe can solve these equations to find the heights of Parker and Daisy:\n\n1. P = D + 4\n2. D = R + 8\n\nSubstitute equation 2 into equation 1:\n\nP = (R + 8) + 4\n\nSimplify:\n\nP = R + 12\n\nSo, the height of Parker is R + 12 inches. We don't know R yet, but we can substitute it into this equation when we find it.\n\nNow, let's solve for Daisy's height using equation 2:\n\nD = R + 8\n\nSubstitute R = 60:\n\nD = 60 + 8\n\nD = 68\n\nSo, the height of Daisy is 68 inches.\n\nNow that we know the heights of Parker and Daisy, we can find the average height for the three of them:\n\nAverage height = (Parker's height + Daisy's height) / 2\n\nAverage height = (R + 12 + 68) / 2\n\nAverage height = 80 / 2\n\nAverage height = 40\n\nSo, the average height for Parker, Daisy, and Reese is 40 inches.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Billy and Tiffany are having a contest to see how can run the most miles in a week. On Sunday, Monday, and Tuesday, Billy runs 1 mile each day and Tiffany runs 2 miles each day. On Wednesday, Thursday, and Friday, Billy runs 1 mile each day and Tiffany runs a 1/3 of a mile each day. On Saturday Tiffany assumes she's going to win and takes the day off. How many miles does Billy have to run on Saturday to tie Tiffany? \n\n ANSWER: \n\nBilly has run a total of 1 + 1 + 1 = 3 miles in the first 3 days.\nTiffany has run a total of 2 + 2 + 1/3 = 5 1/3 miles in the first 3 days.\n\nOn the next 3 days, Billy runs 1 mile each day and Tiffany runs 1/3 of a mile each day.\nBilly has run a total of 1 + 1 = 2 miles in the next 3 days.\nTiffany has run a total of 1/3 of a mile + 1/3 of a mile + 1/3 of a mile = 1 mile in the next 3 days.\n\nOn Saturday, Tiffany has taken the day off and Billy has to run 2 - 1 = 1 mile to tie Tiffany.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Peter carried $500 to the market.  He bought 6 kilos of potatoes for $2 per kilo, 9 kilos of tomato for $3 per kilo, 5 kilos of cucumbers for $4 per kilo, and 3 kilos of bananas for $5 per kilo.  How much is Peter’s remaining money? \n\n ANSWER:  First, let's find the total cost of the items Peter bought:\n\n6 kilos of potatoes \* $2 per kilo = $<<6*2=12>>12\n9 kilos of tomatoes \* $3 per kilo = $<<9*3=27>>27\n5 kilos of cucumbers \* $4 per kilo = $<<5*4=20>>20\n3 kilos of bananas \* $5 per kilo = $<<3*5=15>>15\n\nTotal cost = $12 + $27 + $20 + $15 = $<<12+27+20+15=74>>74\n\nSince Peter carried $500 to the market, he has $500 - $74 = $<<500-74=426>>426 remaining. Answer: \boxed{426}.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:In a grocery store, the daily salary of the manager is $5 and the clerk is $2. If there are currently 2 managers and 3 clerks employed in the grocery store, how much is the total daily salary of all the employees of the grocery store? \n\n ANSWER: 2 managers x $5/manager = $10\n3 clerks x $2/clerk = $6\nTotal daily salary of all employees = $10 + $6 = $16",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Lyle wants to buy himself and his friends a sandwich and a pack of juice. A sandwich costs $0.30 while a pack of juice costs $0.2. If Lyle has $2.50, how many of his friends can have a sandwich and a pack of juice? \n\n ANSWER: 1. Lyle can buy one sandwich and one pack of juice for himself.\n2. Lyle can buy one sandwich and one pack of juice for one of his friends.\n3. Lyle can buy one sandwich and one pack of juice for two of his friends.\n4. Lyle can buy one sandwich and one pack of juice for three of his friends.\n5. Lyle can buy one sandwich and one pack of juice for four of his friends.\n6. Lyle can buy one sandwich and one pack of juice for five of his friends.\n7. Lyle can buy one sandwich and one pack of juice for six of his friends.\n8. Lyle can buy one sandwich and one pack of juice for seven of his friends.\n9. Lyle can buy one sandwich and one pack of juice for eight of his friends.\n10. Lyle can buy one sandwich and one pack of juice for nine of his friends.\n11. Lyle can buy one sandwich and one pack of juice for ten of his friends.\n12. Lyle can buy one sandwich and one pack of juice for eleven of his friends.\n13. Lyle can buy one sandwich and one pack of juice for twelve of his friends.\n14. Lyle can buy one sandwich and one pack of juice for thirteen of his friends.\n15. Lyle can buy one sandwich and one pack of juice for fourteen of his friends.\n16. Lyle can buy one sandwich and one pack of juice for fifteen of his friends.\n17. Lyle can buy one sandwich and one pack of juice for sixteen of his friends.\n18. Lyle can buy one sandwich and one pack of juice for seventeen of his friends.\n19. Lyle can buy one sandwich and one pack of juice for eighteen of his friends.\n20. Lyle can buy one sandwich and one pack of juice for nineteen of his friends.\n21. Lyle can buy one sandwich and one pack of juice for twenty of his friends.\n22. Lyle can buy one sandwich and one pack of juice for twenty-one of his friends.\n23. Lyle can buy one sandwich and one pack of juice for twenty-two of his friends.\n24. Lyle can buy one sandwich and one pack of juice for twenty-three of his friends.\n25. Lyle can buy one sandwich and one pack of juice for twenty-four of his friends.\n26. Lyle can buy one sandwich and one pack of juice for twenty-five of his friends.\n27. Lyle can buy one sandwich and one pack of juice for twenty-six of his friends.\n28. Lyle can buy one sandwich and one pack of juice for twenty-seven of his friends.\n29. Lyle can buy one sandwich and one pack of juice for twenty-eight of his friends.\n30. Lyle can buy one sandwich and one pack of juice for twenty-nine of his friends.\n31. Lyle can buy one sandwich and one pack of juice for thirty of his friends.\n32. Lyle can buy one sandwich and one pack of juice for thirty-one of his friends.\n33. Lyle can buy one sandwich and one pack of juice for thirty-two of his friends.\n34. Lyle can buy one sandwich and one pack of juice for thirty-three of his friends.\n35. Lyle can buy one sandwich and one pack of juice for thirty-four of his friends.\n36. Lyle can buy one sandwich and one pack of juice for thirty-five of his friends.\n37. Lyle can buy one sandwich and one pack of juice for thirty-six of his friends.\n38. Lyle can buy one sandwich and one pack of juice for thirty-seven of his friends.\n39. Lyle can buy one sandwich and one pack of juice for thirty-eight of his friends.\n40. Lyle can buy one sandwich and one pack of juice for thirty-nine of his friends.\n41. Lyle can buy one sandwich and one pack of juice for forty of his friends.\n42. Lyle can buy one sandwich and one pack of juice for forty-one of his friends.\n43. Lyle can buy one sandwich and one pack of juice for forty",1
You are a helpful assistant. Please answer the question. \n\n QUESTION:Ethan is reading a sci-fi book that has 360 pages. He read 40 pages on Saturday morning and another 10 pages at night. The next day he read twice the total pages as on Saturday. How many pages does he have left to read? \n\n ANSWER: 40 + 10 = 50 pages,0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Jimmy is a pizza delivery man. Each pizza costs 12 dollars and the delivery charge is 2 extra dollars if the area is farther than 1 km from the pizzeria. Jimmy delivers 3 pizzas in the park, which is located 100 meters away from the pizzeria. Also, he delivers 2 pizzas in a building 2 km away from the pizzeria. How much money did Jimmy get paid for the pizzas? \n\n ANSWER: 12 \* 3 = 36 dollars for the pizzas delivered in the park.\n2 \* 2 = 4 dollars for the delivery charge for the pizzas delivered in the building.\nTotal = 36 + 4 = 40 dollars.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Julie runs the school newspaper. In preparation for printing the next issue of The School News, she bought two boxes of standard paper, each containing 5 packages, with 250 sheets of paper per package.  If this issue of The School News uses 25 sheets of paper to print one newspaper, how many newspapers can Julie print with the paper that she purchased? \n\n ANSWER: 25 sheets of paper are used to print one newspaper, so to print 25 newspapers, Julie would need 25 \* 25 = <<25*25=625>>625 sheets of paper. Since each box of paper contains 5 packages, and each package contains 250 sheets of paper, Julie can print 625 / 5 = <<625/5=125>>125 newspapers. Answer: \boxed{125}.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:A family's water and electricity bills average $30 a month for the first 4 months and $24 a month for the last 2 months. If the family's bills were averaged over all 6 months, what would the average monthly bill be? \n\n ANSWER: \nTo find the average monthly bill, you need to add up the total amount spent on water and electricity for all 6 months and divide that number by the number of months.\n\nTotal amount spent on water and electricity = $30 x 4 + $24 x 2 = $120 + $48 = $168\n\nAverage monthly bill = $168 / 6 months = $<<168/6=28>>28\n\nSo, the average monthly bill for the family's water and electricity is $28.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Lisa is a member of the photography club at school. Every weekend the club will go anywhere to take photos. Leslie took 10 photos of animals to share with the club. She also took 3 times as many photos of flowers as animals and took 10 fewer scenery than the flowers. If Lisa took 15 fewer photos last weekend, How many photos did she take then? \n\n ANSWER: 10 - 3 \* 2 = 10 - 6 = 4 photos of animals.\n10 - 3 \* 2 = 10 - 6 = 4 photos of flowers.\n10 - 3 \* 2 = 10 - 6 = 4 photos of scenery.\nTherefore, Lisa took a total of 4 + 4 + 4 = 12 photos last weekend.\nSince Lisa took 15 fewer photos last weekend than the previous weekend, she took 12 + 15 = 27 photos last weekend. Answer: \boxed{27}.",1
